House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
13,Holyrood Road,Donna,Jones,60,Head,Widowed,Female,Architect,None,Christian
13,Holyrood Road,Stewart,Jones,36,Son,Divorced,Male,Waste management officer,None,Christian
14,Holyrood Road,Duncan,James,39,Head,Single,Male,Technical sales engineer,None,Catholic
14,Holyrood Road,Brian,George,50,Lodger,Single,Male,Herbalist,None,Christian
15,Holyrood Road,Jayne,Davis,30,Head,Married,Female,Legal secretary,None,None
15,Holyrood Road,Kevin,Davis,35,Husband,Married,Male,Sports coach,None,None
15,Holyrood Road,Francesca,Davis,7,Daughter,NA,Female,Student,None,NA
15,Holyrood Road,Gordon,Davis,5,Son,NA,Male,Student,None,NA
16,Holyrood Road,Ashleigh,Macdonald,48,Head,Single,Female,Early years teacher,None,Christian
17,Holyrood Road,Grace,Wood,58,Head,Married,Female,Tourism officer,None,Catholic
17,Holyrood Road,Martyn,Wood,59,Husband,Married,Male,"Designer, graphic",None,Catholic
18,Holyrood Road,Kelly,Hamilton,29,Head,Divorced,Female,Plant breeder/geneticist,None,None
19,Holyrood Road,Henry,Cole,74,Head,Divorced,Male,Unemployed,None,Jewish
19,Holyrood Road,Colin,Cole,34,Son,Single,Male,"Buyer, industrial",None,Jewish
20,Holyrood Road,Leigh,Richards,57,Head,Married,Male,"Production assistant, radio",None,Catholic
20,Holyrood Road,Mandy,Richards,52,Wife,Married,Female,Acupuncturist,None,Catholic
20,Holyrood Road,Andrew,Richards,30,Son,Single,Male,Arts development officer,None,Catholic
21,Holyrood Road,Elliot,Allen,58,Head,Single,Male,"Engineer, building services",None,Christian
22,Holyrood Road,Olivia,Rose,54,Head,Single,Female,Industrial/product designer,None,None
22,Holyrood Road,Nicholas,Hughes,60,Partner,Single,Male,Land,None,None
22,Holyrood Road,Nathan,Rose,15,Son,NA,Male,Student,None,NA
23,Holyrood Road,Stacey,Harding,62,Head,Single,Female,Broadcast engineer,None,Catholic
24,Holyrood Road,Aaron,Wilson,24,Head,Single,Male,Animal nutritionist,None,Catholic
25,Holyrood Road,Sharon,Smith,19,Head,Single,Female,"Conservator, museum/gallery",None,None
26,Holyrood Road,Linda,Hicks,41,Head,Married,Female,Fisheries officer,None,Catholic
26,Holyrood Road,Ronald,Hicks,44,Husband,Married,Male,"Engineer, civil (consulting)",None,None
26,Holyrood Road,Sylvia,Hicks,16,Daughter,NA,Female,Student,None,NA
27,Holyrood Road,Jasmine,Murphy,51,Head,Single,Female,IT trainer,None,None
28,Holyrood Road,Joseph,Morgan,29,Head,Widowed,Male,"Therapist, speech and language",None,Muslim
29,Holyrood Road,Paula,Lawrence,82,Head,Divorced,Female,Retired Biomedical scientist,None,Christian
30,Holyrood Road,Garry,Thorpe,72,Head,Married,Male,Retired Counsellor,None,None
30,Holyrood Road,Hayley,Thorpe,71,Wife,Married,Female,Retired Financial controller,None,None
31,Holyrood Road,Terence,Marshall,68,Head,Single,Male,"Retired Radiographer, therapeutic",None,Christian
1,Cardiff Drive,Carol,Brown,23,Head,Single,Female,IT technical support officer,None,None
2,Cardiff Drive,Russell,Hughes,54,Head,Single,Male,Warehouse manager,None,Christian
3,Cardiff Drive,Janice,Fisher,41,Head,Widowed,Female,Dietitian,None,Catholic
4,Cardiff Drive,Connor,Howard,34,Head,Single,Male,Homeopath,None,Methodist
4,Cardiff Drive,Debra,Williams,62,None,Single,Female,Environmental health practitioner,None,Christian
5,Cardiff Drive,David,Byrne,93,Head,Single,Male,"Retired Surveyor, mining",None,Christian
6,Cardiff Drive,Lewis,Cooper,27,Head,Married,Male,Retail manager,None,Catholic
6,Cardiff Drive,Jessica,Cooper,21,Wife,Married,Female,University Student,None,Catholic
7,Cardiff Drive,Jeffrey,Williams,59,Head,Married,Male,Health visitor,None,Christian
7,Cardiff Drive,Christine,Williams,56,Wife,Married,Female,"Surveyor, land/geomatics",None,Christian
7,Cardiff Drive,Georgia,Williams,29,Daughter,Single,Female,Operations geologist,None,Christian
8,Cardiff Drive,Mitchell,Flynn,71,Head,Widowed,Male,Retired Osteopath,None,Catholic
9,Cardiff Drive,Abbie,Manning,74,Head,Widowed,Female,Retired Primary school teacher,None,Christian
10,Cardiff Drive,Mitchell,Wilson,83,Head,Divorced,Male,"Retired Surveyor, land/geomatics",None,Christian
11,Cardiff Drive,Liam,Marshall,82,Head,Widowed,Male,"Retired Journalist, magazine",None,Christian
12,Cardiff Drive,Victor,Slater,45,Head,Married,Male,Museum/gallery exhibitions officer,None,None
12,Cardiff Drive,Caroline,Slater,46,Wife,Married,Female,Wellsite geologist,None,None
12,Cardiff Drive,Russell,Slater,10,Son,NA,Male,Student,None,NA
13,Cardiff Drive,Amy,Reynolds,38,Head,Married,Female,"Editor, commissioning",None,None
13,Cardiff Drive,Mohammed,Reynolds,39,Husband,Married,Male,Geoscientist,None,None
13,Cardiff Drive,Steven,Reynolds,13,Son,NA,Male,Student,None,NA
14,Cardiff Drive,Daniel,Brennan,31,Head,Divorced,Male,"Horticulturist, commercial",None,Sikh
15,Cardiff Drive,Ryan,Phillips,28,Head,Divorced,Male,Community pharmacist,None,None
1,Kielder Lane,Maureen,Wilkinson,53,Head,Married,Female,Paediatric nurse,None,Christian
1,Kielder Lane,Elliot,Wilkinson,56,Husband,Married,Male,Neurosurgeon,None,None
2,Kielder Lane,Stephanie,Collins,46,Head,Married,Female,"Teacher, special educational needs",None,None
2,Kielder Lane,Connor,Collins,51,Husband,Married,Male,Operational investment banker,None,None
3,Kielder Lane,Amber,Graham,43,Head,Divorced,Female,Unemployed,None,None
3,Kielder Lane,Harriet,Graham,9,Daughter,NA,Female,Student,None,NA
3,Kielder Lane,Clifford,Graham,6,Son,NA,Male,Student,None,NA
3,Kielder Lane,Jasmine,Graham,5,Daughter,NA,Female,Student,None,NA
4,Kielder Lane,Marian,Smith,39,Head,Single,Female,Animal technologist,None,Catholic
5,Kielder Lane,Valerie,Fuller,74,Head,Widowed,Female,Retired Amenity horticulturist,None,Christian
6,Kielder Lane,Frederick,Spencer,71,Head,Widowed,Male,Retired Medical physicist,None,Christian
7,Kielder Lane,Anne,Clarke,32,Head,Divorced,Female,Water quality scientist,None,None
8,Kielder Lane,Marion,Edwards,49,Head,Single,Female,Call centre manager,None,None
8,Kielder Lane,Jason,Edwards,14,Son,NA,Male,Student,None,NA
9,Kielder Lane,Bethan,Sullivan,70,Head,Single,Female,Retired Video editor,None,None
9,Kielder Lane,Sophie,Sullivan,48,Daughter,Single,Female,Arts administrator,None,None
9,Kielder Lane,Vanessa,Sullivan,44,Daughter,Divorced,Female,Tax inspector,None,None
9,Kielder Lane,Brenda,Sullivan,43,Daughter,Single,Female,Stage manager,None,None
10,Kielder Lane,Aimee,Murphy-Greenwood,44,Head,Divorced,Female,Control and instrumentation engineer,None,Christian
10,Kielder Lane,Antony,Murphy-Greenwood,6,Son,NA,Male,Student,None,NA
10,Kielder Lane,Pamela,Murphy-Greenwood,2,Daughter,NA,Female,Child,None,NA
10,Kielder Lane,Elaine,Murphy-Greenwood,0,Daughter,NA,Female,Child,None,NA
11,Kielder Lane,Simon,Fraser,31,Head,Married,Male,"Engineer, drilling",None,None
11,Kielder Lane,Sandra,Fraser,29,Wife,Married,Female,Film/video editor,None,None
11,Kielder Lane,Aimee,Fraser,2,Daughter,NA,Female,Child,None,NA
12,Kielder Lane,Nathan,Clark,32,Head,Single,Male,"Geologist, engineering",None,Christian
13,Kielder Lane,Rachael,Clarke,55,Head,Married,Female,Heritage manager,None,Christian
13,Kielder Lane,Phillip,Clarke,57,Husband,Married,Male,Unemployed,None,Christian
13,Kielder Lane,Patrick,Clarke,25,Son,Single,Male,Chief Financial Officer,None,Christian
1,Corporationdike Drive,Jacqueline,Glover,53,Head,Married,Female,Broadcast journalist,None,Christian
1,Corporationdike Drive,Dale,Glover,54,Husband,Married,Male,Herpetologist,None,Christian
1,Corporationdike Drive,Kimberley,Harding,55,Cousin,Single,Female,Clothing/textile technologist,None,Christian
1,Corporationdike Drive,Laura,Thomas-Harding,54,Cousin,Single,Female,Cabin crew,None,Christian
2,Corporationdike Drive,Heather,Moore,73,Head,Divorced,Female,Retired Dietitian,None,Catholic
3,Corporationdike Drive,Georgina,Gordon,62,Head,Married,Female,Amenity horticulturist,None,Christian
3,Corporationdike Drive,Terry Marie,Gordon,64,Husband,Married,Male,Civil Service fast streamer,None,Christian
3,Corporationdike Drive,Tony,Gordon,24,Son,Divorced,Male,Financial trader,None,Christian
3,Corporationdike Drive,Amy,Gordon,2,Daughter,NA,Female,Child,None,NA
4,Corporationdike Drive,Natasha,Connor,39,Head,Married,Female,Fast food restaurant manager,None,None
4,Corporationdike Drive,Neil,Connor-Davies,42,Husband,Married,Male,Furniture conservator/restorer,None,None
4,Corporationdike Drive,Harriet,Connor-Davies,16,Daughter,NA,Female,Student,None,NA
4,Corporationdike Drive,Conor,Connor-Davies,13,Son,NA,Male,Student,None,NA
5,Corporationdike Drive,Ann,Hughes,37,Head,Married,Female,Haematologist,Disabled,Methodist
5,Corporationdike Drive,Francis,Hughes,40,Husband,Married,Male,"Embryologist, clinical",None,None
5,Corporationdike Drive,Nicole,Hughes,1,Daughter,NA,Female,Child,None,NA
5,Corporationdike Drive,Lauren,Hughes,0,Daughter,NA,Female,Child,None,NA
6,Corporationdike Drive,Damian,Smith,19,Head,Single,Male,University Student,None,None
6,Corporationdike Drive,Samuel,Wilson,54,None,Single,Male,Hydrographic surveyor,None,None
6,Corporationdike Drive,Wayne,Hayes,43,None,Single,Male,Farm manager,None,Catholic
6,Corporationdike Drive,Lisa,Barnes,37,None,Single,Female,Corporate investment banker,None,None
7,Corporationdike Drive,Elliott,Taylor,79,Head,Divorced,Male,Retired Psychiatrist,None,None
8,Corporationdike Drive,Mandy,Green,49,Head,Married,Female,Special educational needs teacher,None,None
8,Corporationdike Drive,Mark,Green,53,Husband,Married,Male,"Engineer, civil (consulting)",None,None
8,Corporationdike Drive,Maurice,Green,23,Son,Single,Male,Actuary,None,None
8,Corporationdike Drive,Jacob,Green,1,Son,NA,Male,Child,None,NA
9,Corporationdike Drive,Yvonne,Smith,64,Head,Married,Female,Public librarian,None,Christian
9,Corporationdike Drive,Jamie,Smith,65,Husband,Married,Male,Unemployed,None,Christian
10,Corporationdike Drive,Emma,Summers,44,Head,Widowed,Female,Make,None,Catholic
10,Corporationdike Drive,Karl,Summers,10,Son,NA,Male,Student,None,NA
10,Corporationdike Drive,Ben,Summers,9,Son,NA,Male,Student,None,NA
10,Corporationdike Drive,Karl,Summers,6,Son,NA,Male,Student,None,NA
11,Corporationdike Drive,Valerie,Adams,88,Head,Married,Female,Retired Emergency planning/management officer,None,Christian
11,Corporationdike Drive,Jeffrey,Adams,90,Husband,Married,Male,Retired Systems analyst,None,Christian
11,Corporationdike Drive,Gavin,Adams,59,Son,Single,Male,Film/video editor,None,None
11,Corporationdike Drive,Jane,Adams,57,Daughter,Divorced,Female,"Accountant, chartered",None,Christian
11,Corporationdike Drive,Marilyn,Adams,53,Daughter,Single,Female,"Therapist, art",None,None
11,Corporationdike Drive,Melanie,Adams,51,Daughter,Divorced,Female,"Therapist, horticultural",None,Christian
11,Corporationdike Drive,Norman,Adams,49,Son,Single,Male,"Research officer, government",None,None
12,Corporationdike Drive,Catherine,Perry,39,Head,Married,Female,Field trials officer,None,None
12,Corporationdike Drive,Richard,Perry,39,Husband,Married,Male,"Lecturer, further education",None,None
12,Corporationdike Drive,Trevor,Perry,4,Son,NA,Male,Child,None,NA
12,Corporationdike Drive,Louis,Perry,0,Son,NA,Male,Child,None,NA
13,Corporationdike Drive,Gillian,Reed,40,Head,Widowed,Female,Sports therapist,None,Catholic
13,Corporationdike Drive,Daniel,Reed,8,Son,NA,Male,Student,None,NA
13,Corporationdike Drive,Sylvia,Reed,8,Daughter,NA,Female,Student,None,NA
13,Corporationdike Drive,Bernard,Reed,4,Son,NA,Male,Child,None,NA
14,Corporationdike Drive,Natasha,Thomas,54,Head,Married,Female,Field trials officer,None,Christian
14,Corporationdike Drive,Philip,Thomas,58,Husband,Married,Male,Company secretary,None,Christian
14,Corporationdike Drive,Ryan,Thomas,23,Son,Divorced,Male,Stage manager,None,None
14,Corporationdike Drive,Reece,Thomas,22,Son,Single,Male,University Student,None,Christian
15,Corporationdike Drive,Emma,Kaur,37,Head,Single,Female,"Development worker, international aid",None,None
15,Corporationdike Drive,Paige,Kaur,4,Daughter,NA,Female,Child,None,NA
15,Corporationdike Drive,Carolyn,Kaur,1,Daughter,NA,Female,Child,None,NA
15,Corporationdike Drive,Elliott,Kaur,0,Son,NA,Male,Child,None,NA
16,Corporationdike Drive,Kenneth,Begum,39,Head,Single,Male,"Engineer, civil (contracting)",None,Catholic
16,Corporationdike Drive,Alexander,Stone,39,None,Single,Male,"Therapist, horticultural",None,Methodist
16,Corporationdike Drive,Adam,Williams,36,None,Single,Male,Land/geomatics surveyor,None,None
16,Corporationdike Drive,Elliott,Henderson,19,None,Single,Male,University Student,None,Christian
16,Corporationdike Drive,Christian,Thomson,60,None,Divorced,Male,Radio broadcast assistant,None,Christian
17,Corporationdike Drive,Rebecca,Robinson,53,Head,Single,Female,Paediatric nurse,None,None
17,Corporationdike Drive,Louis,Rogers,54,Partner,Single,Male,"Therapist, music",None,None
17,Corporationdike Drive,Maurice,Robinson,29,Son,Divorced,Male,Tax inspector,None,None
17,Corporationdike Drive,Bruce,Robinson,8,Son,NA,Male,Student,None,NA
18,Corporationdike Drive,Holly,Bird,45,Head,Divorced,Female,"Surveyor, building control",None,Catholic
18,Corporationdike Drive,Martin,Bird,10,Son,NA,Male,Student,None,NA
18,Corporationdike Drive,Joanne,Rice-Bird,6,Daughter,NA,Female,Student,None,NA
18,Corporationdike Drive,Natasha,Rice-Bird,4,Daughter,NA,Female,Child,None,NA
19,Corporationdike Drive,Ellie,Gray,31,Head,Married,Female,General practice doctor,None,None
19,Corporationdike Drive,Richard,Gray,33,Husband,Married,Male,Occupational hygienist,None,None
19,Corporationdike Drive,Aimee,Rogers,35,None,Married,Female,Dance movement psychotherapist,None,Catholic
19,Corporationdike Drive,Adrian,Rogers,41,None,Married,Male,Multimedia programmer,None,Catholic
20,Corporationdike Drive,Hazel,Smith,37,Head,Single,Female,"Development worker, community",None,Catholic
20,Corporationdike Drive,Megan,Thompson,11,Daughter,NA,Female,Student,Blind,NA
20,Corporationdike Drive,Shaun,Thompson,11,Son,NA,Male,Student,None,NA
20,Corporationdike Drive,Amanda,Thompson,10,Daughter,NA,Female,Student,None,NA
21,Corporationdike Drive,Sam,Akhtar,45,Head,Single,Male,Unemployed,None,None
21,Corporationdike Drive,Holly,Akhtar,13,Daughter,NA,Female,Student,None,NA
21,Corporationdike Drive,Aaron,Akhtar,9,Son,NA,Male,Student,None,NA
21,Corporationdike Drive,Roy,Akhtar,7,Son,NA,Male,Student,None,NA
21,Corporationdike Drive,Jessica,Akhtar,5,Daughter,NA,Female,Student,None,NA
21,Corporationdike Drive,George,Akhtar,3,Son,NA,Male,Child,None,NA
22,Corporationdike Drive,Rachael,Burgess,66,Head,Widowed,Female,Production engineer,None,Christian
23,Corporationdike Drive,Joanne,Simpson,52,Head,Single,Female,Town planner,None,None
23,Corporationdike Drive,Sara,Davies,48,None,Single,Female,Communications engineer,None,Christian
23,Corporationdike Drive,Ryan,Edwards,55,None,Single,Male,Radio producer,None,Christian
23,Corporationdike Drive,Stephen,Bell,18,None,Single,Male,Student,None,NA
24,Corporationdike Drive,Wendy,Robinson,46,Head,Single,Female,"Editor, magazine features",None,None
24,Corporationdike Drive,Kayleigh,Robinson,30,Daughter,Single,Female,Seismic interpreter,None,None
24,Corporationdike Drive,Mohamed,Robinson,28,Son,Single,Male,"Sales professional, IT",None,None
25,Corporationdike Drive,Michelle,Jackson,53,Head,Divorced,Female,Information officer,None,Jewish
1,Bulldog Avenue,Kenneth,O'Connor,41,Head,Single,Male,Unemployed,None,Methodist
1,Bulldog Avenue,Kim,Hill,38,Partner,Single,Female,Clinical research associate,None,Methodist
1,Bulldog Avenue,Ashleigh,O'Connor,0.3,Daughter,NA,Female,Child,None,NA
1,Bulldog Avenue,Yvonne,Whitehouse,41,Lodger,Single,Female,Surgeon,None,None
2,Bulldog Avenue,Rita,Davison,51,Head,Single,Female,Unemployed,None,None
2,Bulldog Avenue,Max,Davison,26,Son,Single,Male,Financial manager,None,None
2,Bulldog Avenue,Samantha,Davison,23,Daughter,Single,Female,Editorial assistant,None,None
2,Bulldog Avenue,Phillip,Davison,21,Son,Single,Male,University Student,None,None
3,Bulldog Avenue,Leah,Griffiths,50,Head,Married,Female,"Producer, radio",None,Christian
3,Bulldog Avenue,Brett,Griffiths,55,Husband,Married,Male,IT trainer,None,None
3,Bulldog Avenue,Jane,Griffiths,25,Daughter,Single,Female,Educational psychologist,None,Christian
3,Bulldog Avenue,Kathryn,Edwards-Griffiths,21,Daughter,Single,Female,University Student,None,Christian
3,Bulldog Avenue,Lee,Edwards-Griffiths,15,Son,NA,Male,Student,None,NA
4,Bulldog Avenue,Geoffrey,Russell,47,Head,Single,Male,Biomedical engineer,None,None
4,Bulldog Avenue,Kathryn,Howell,36,None,Single,Female,Further education lecturer,None,Catholic
4,Bulldog Avenue,Jennifer,Robinson,53,None,Single,Female,"Scientist, biomedical",None,Christian
4,Bulldog Avenue,Mohammad,Collins,57,None,Single,Male,Educational psychologist,None,None
5,Bulldog Avenue,Carolyn,Jones,49,Head,Single,Female,Dancer,None,None
6,Bulldog Avenue,Sheila,Carter,37,Head,Divorced,Female,Translator,None,Methodist
6,Bulldog Avenue,Georgina,Carter,19,Daughter,Single,Female,University Student,None,Methodist
6,Bulldog Avenue,Shirley,Carter,17,Daughter,NA,Female,Student,None,NA
6,Bulldog Avenue,Maurice,Peters,14,Son,NA,Male,Student,None,NA
6,Bulldog Avenue,Sylvia,Peters,13,Daughter,NA,Female,Student,None,NA
7,Bulldog Avenue,Jean,Holmes,68,Head,Married,Female,Retired Museum education officer,None,None
7,Bulldog Avenue,Gareth,Holmes,67,Husband,Married,Male,Agricultural consultant,None,None
7,Bulldog Avenue,Rachel,Holmes,40,Daughter,Single,Female,Theatre manager,None,None
7,Bulldog Avenue,Howard,Holmes,36,Son,Single,Male,Unemployed,None,None
8,Bulldog Avenue,Catherine,Thompson,73,Head,Married,Female,Retired Educational psychologist,None,Catholic
8,Bulldog Avenue,Colin,Thompson,76,Husband,Married,Male,Retired Arboriculturist,None,Catholic
8,Bulldog Avenue,Shirley,Thompson,37,Daughter,Single,Female,Dealer,None,None
8,Bulldog Avenue,Emma,Thompson,37,Daughter,Single,Female,Administrator,None,Catholic
9,Bulldog Avenue,Vanessa,Price,46,Head,Married,Female,Unemployed,None,Catholic
9,Bulldog Avenue,Ricky,Price,50,Husband,Married,Male,"Psychologist, sport and exercise",None,Catholic
9,Bulldog Avenue,Damian,Price,17,Son,NA,Male,Student,None,NA
9,Bulldog Avenue,Nicole,Price,14,Daughter,NA,Female,Student,None,NA
9,Bulldog Avenue,Mohammad,Baldwin-Price,8,Son,NA,Male,Student,None,NA
10,Bulldog Avenue,Stewart,Barry,42,Head,Single,Male,Cabin crew,None,Christian
10,Bulldog Avenue,Louise,Howells,43,Partner,Single,Female,Water quality scientist,None,Christian
10,Bulldog Avenue,Billy,Barry,17,Son,NA,Male,Student,None,NA
11,Bulldog Avenue,Diana,Fraser,58,Head,Married,Female,Mechanical engineer,None,Methodist
11,Bulldog Avenue,Christopher,Fraser,60,Husband,Married,Male,Speech and language therapist,None,None
11,Bulldog Avenue,Elizabeth,Fraser,29,Daughter,Single,Female,"Surveyor, mining",None,None
11,Bulldog Avenue,Gavin,Fraser,16,Son,NA,Male,Student,None,NA
12,Bulldog Avenue,Gary,Mills,34,Head,Single,Male,"Presenter, broadcasting",None,None
13,Bulldog Avenue,Henry,Ali,42,Head,Single,Male,"Engineer, biomedical",None,None
13,Bulldog Avenue,Lynne,Birch,43,None,Single,Female,"Engineer, mining",None,Muslim
13,Bulldog Avenue,Emma,Bennett,58,None,Single,Female,Health physicist,None,Christian
13,Bulldog Avenue,Abbie,Rowe,61,None,Single,Female,"Lecturer, higher education",None,Christian
14,Bulldog Avenue,Grace,Moore,40,Head,Divorced,Female,Textile designer,None,Christian
15,Bulldog Avenue,Shaun,Young,19,Head,Single,Male,University Student,None,None
15,Bulldog Avenue,Allan,Smith,18,None,Single,Male,University Student,None,Christian
15,Bulldog Avenue,Dennis,Dobson,21,None,Single,Male,University Student,None,Catholic
15,Bulldog Avenue,Chelsea,Smith,19,None,Single,Female,University Student,None,Christian
16,Bulldog Avenue,Kate,Ward,55,Head,Single,Female,Banker,None,None
16,Bulldog Avenue,Kelly,Wilkinson,26,Daughter,Single,Female,Dramatherapist,None,None
16,Bulldog Avenue,Kenneth,Wilkinson,16,Son,NA,Male,Student,None,NA
16,Bulldog Avenue,Joanna,Wilkinson,13,Daughter,NA,Female,Student,None,NA
17,Bulldog Avenue,Valerie,Woodward,59,Head,Married,Female,"Pharmacist, community",None,Methodist
17,Bulldog Avenue,Mohamed,Woodward-Harris,61,Husband,Married,Male,Make,None,Methodist
17,Bulldog Avenue,Charles,Woodward-Harris,23,Son,Single,Male,Control and instrumentation engineer,None,Methodist
17,Bulldog Avenue,Julian,Woodward-Harris,3,Son,NA,Male,Child,None,NA
1,Baxter Road,Elliot,Williamson,43,Head,Divorced,Male,Outdoor activities/education manager,None,Catholic
2,Baxter Road,Samantha,Ellis,40,Head,Single,Female,Acupuncturist,None,Catholic
3,Baxter Road,Alice,Smith,52,Head,Single,Female,"Engineer, automotive",None,Christian
3,Baxter Road,Catherine,Smith,14,Daughter,NA,Female,Student,None,NA
3,Baxter Road,Hannah,Smith,7,Daughter,NA,Female,Student,None,NA
3,Baxter Road,Victoria,Smith,5,Daughter,NA,Female,Student,None,NA
3,Baxter Road,Adrian,Smith,2,Son,NA,Male,Child,None,NA
3,Baxter Road,Laura,Smith,2,Daughter,NA,Female,Child,None,NA
4,Baxter Road,Linda,Hunter,58,Head,Married,Female,Careers information officer,None,Christian
4,Baxter Road,Denis,Hunter,61,Husband,Married,Male,Dealer,None,None
4,Baxter Road,Samuel,Hunter,22,Son,Single,Male,University Student,None,None
4,Baxter Road,Elliot,Hunter,18,Son,Divorced,Male,Student,None,Christian
4,Baxter Road,Kathleen,Hunter,18,Daughter,Single,Female,Student,None,Christian
4,Baxter Road,Alison,Hunter,16,Daughter,NA,Female,Student,None,NA
5,Baxter Road,Anne,Wilkins,54,Head,Married,Female,Unemployed,None,Christian
5,Baxter Road,Gavin,Wilkins,57,Husband,Married,Male,"Scientist, marine",None,Christian
5,Baxter Road,Nathan,Wilkins,21,Son,Single,Male,University Student,None,Christian
5,Baxter Road,Damian,Wilkins,5,Son,NA,Male,Student,None,NA
6,Baxter Road,Alison,Wilkins,26,Head,Single,Female,Unemployed,None,Hindu
6,Baxter Road,Kenneth,Wilkins,7,Son,NA,Male,Student,None,NA
7,Baxter Road,Elaine,Anderson,43,Head,Married,Female,Audiological scientist,None,Catholic
7,Baxter Road,Conor,Anderson,50,Husband,Married,Male,"Teacher, primary school",None,Catholic
7,Baxter Road,Kayleigh,Anderson,15,Daughter,NA,Female,Student,None,NA
7,Baxter Road,Jasmine,Anderson,11,Daughter,NA,Female,Student,None,NA
8,Baxter Road,Kathryn,Smith,39,Head,Married,Female,"Designer, jewellery",None,Catholic
8,Baxter Road,Duncan,Smith,43,Husband,Married,Male,Research scientist (life sciences),None,None
8,Baxter Road,Alex,Smith,16,Son,NA,Male,Student,None,NA
8,Baxter Road,Teresa,Smith,13,Daughter,NA,Female,Student,None,NA
9,Baxter Road,Mohamed,Brown,56,Head,Single,Male,Film/video editor,None,Methodist
9,Baxter Road,Rachel,McKenzie,52,Partner,Single,Female,Medical physicist,None,Methodist
9,Baxter Road,Melanie,Brown,22,Daughter,Divorced,Female,University Student,None,Methodist
9,Baxter Road,Barbara,Brown,19,Daughter,Single,Female,University Student,None,None
9,Baxter Road,Leah,Brown,16,Daughter,NA,Female,Student,None,NA
10,Baxter Road,Shannon,Kent,48,Head,Married,Female,Risk manager,None,None
10,Baxter Road,Antony,Kent,50,Husband,Married,Male,Geographical information systems officer,None,None
10,Baxter Road,Marie,Kent,16,Daughter,NA,Female,Student,None,NA
10,Baxter Road,Aimee,Kent,14,Daughter,NA,Female,Student,None,NA
11,Baxter Road,John,Ward,52,Head,Married,Male,Animator,None,Catholic
11,Baxter Road,Jayne,Ward,51,Wife,Married,Female,Actor,None,None
12,Baxter Road,Donald,Price,72,Head,Married,Male,Retired Electrical engineer,None,Christian
12,Baxter Road,Elaine,Price,70,Wife,Married,Female,Retired Water quality scientist,None,None
13,Baxter Road,Rosie,Baxter,60,Head,Married,Female,Adult nurse,None,Christian
13,Baxter Road,Jordan,Baxter,61,Husband,Married,Male,Unemployed,None,None
13,Baxter Road,Mary,Baxter,20,Daughter,Divorced,Female,University Student,None,None
13,Baxter Road,Carl,Baxter,17,Son,NA,Male,Student,None,NA
14,Baxter Road,Harry,Kaur,53,Head,Married,Male,"Therapist, drama",None,Methodist
14,Baxter Road,Patricia,Kaur,55,Wife,Married,Female,Management consultant,None,Methodist
14,Baxter Road,Lynn,Kaur,15,Daughter,NA,Female,Student,None,NA
15,Baxter Road,Charlene,Tucker,51,Head,Married,Female,"Designer, graphic",None,Christian
15,Baxter Road,Jake,Tucker,53,Husband,Married,Male,"Research officer, trade union",None,Christian
15,Baxter Road,Sally,Tucker,22,Daughter,Divorced,Female,University Student,None,None
15,Baxter Road,Robert,Tucker,21,Son,Single,Male,University Student,None,Christian
15,Baxter Road,Joel,Tucker,18,Son,Divorced,Male,Student,None,Christian
16,Baxter Road,Kate,Williams,26,Head,Single,Female,Clinical embryologist,None,None
16,Baxter Road,Alexander,Wilson,28,Partner,Single,Male,"Investment banker, operational",None,None
17,Baxter Road,Jemma,Alexander,43,Head,Single,Female,Lobbyist,Blind,None
17,Baxter Road,Jill,Alexander,23,Daughter,Divorced,Female,Medical illustrator,None,None
17,Baxter Road,Daniel,Alexander,18,Son,Single,Male,Student,None,None
18,Baxter Road,Grace,Bray,29,Head,Married,Female,Forensic scientist,None,Catholic
18,Baxter Road,Graham,Bray,33,Husband,Married,Male,"Development worker, international aid",None,Catholic
18,Baxter Road,Tracy,Bray,4,Daughter,NA,Female,Child,None,NA
18,Baxter Road,Irene,Bray,0,Daughter,NA,Female,Child,None,NA
1,Mustard View,Harriet,Hart,67,Head,Widowed,Female,Financial controller,None,None
2,Mustard View,Damien,Wade,48,Head,Single,Male,Animal technologist,None,Catholic
3,Mustard View,Rachael,Davies,19,Head,Single,Female,University Student,None,Catholic
3,Mustard View,Lynn,Moore,21,None,Single,Female,University Student,None,Catholic
3,Mustard View,Aaron,Weston,20,None,Single,Male,University Student,None,Catholic
4,Mustard View,Marian,Jones,71,Head,Widowed,Female,Retired Conference centre manager,None,Christian
5,Mustard View,Jay,Bell,28,Head,Single,Male,Charity fundraiser,None,Sikh
6,Mustard View,Bethan,Evans,53,Head,Married,Female,Multimedia specialist,None,None
6,Mustard View,Rhys,Evans,56,Husband,Married,Male,Scientific laboratory technician,None,None
6,Mustard View,Charlotte,Evans,14,Daughter,NA,Female,Student,None,NA
7,Mustard View,Damien,Warner,30,Head,Single,Male,"Psychotherapist, child",None,None
7,Mustard View,Susan,Richards,30,Partner,Single,Female,Surgeon,None,None
8,Mustard View,Mohamed,Anderson,30,Head,Single,Male,Unemployed,None,Methodist
8,Mustard View,Tracy,Matthews,28,Partner,Single,Female,"Accountant, chartered",None,None
9,Mustard View,Carole,Smith,63,Head,Single,Female,"Engineer, chemical",None,Muslim
